# OpenRGB detector identity index (name/bus/IDs only). Source revision 81bbe18a84c2e507006f19dd252e397e40a56bfe.
# OpenRGB is GPL-2.0-or-later (Adam Honse / contributors). Not a protocol dump.
# Regenerated by python3 scripts/agent-run.py fetch-openrgb-device-index
Name,Category,Type,RGBController,VID,PID,SVID,SPID
Asus ROG Aura Monitor Light Bar,USB,USB,AsusMonitorControllers,0b05,1ac8,,
ASUS ROG Strix Scope RX EVA-02 Edition,USB,USB,AsusAuraTUFUSBKeyboard,0b05,1b12,,
Asus ROG SWIFT PG32UCDM,USB,USB,AsusMonitorControllers,0b05,1b2b,,
ASUS TUF Gaming K3 GEN II,USB,USB,AsusAuraTUFUSBKeyboard,0b05,1b30,,
ASUS ROG Ally X,USB,USB,AsusROGAlly,0b05,1b4c,,
ASUS ROG Strix Scope II 96 RX Wireless USB,USB,USB,AsusAuraTUFUSBKeyboard,0b05,1b78,,
Asus ROG STRIX XG27AQDMG,USB,USB,AsusMonitorControllers,0b05,1ba3,,
Asus ROG STRIX XG27UCG,USB,USB,AsusMonitorControllers,0b05,1bb4,,
Asus ROG STRIX XG27ACDNG,USB,USB,AsusMonitorControllers,0b05,1bc9,,
Asus ROG SWIFT PG32UCDP,USB,USB,AsusMonitorControllers,0b05,1bca,,
ASUS TUF Gaming K3 GEN II MIKU EDITION,USB,USB,AsusAuraTUFUSBKeyboard,0b05,1c5e,,
ASUS ROG Gladius III Core,USB,USB,AsusAuraUSBMice,0b05,1c8d,,
Asus ROG SWIFT PG32UCDMR,USB,USB,AsusMonitorControllers,0b05,1c9b,,
RTL9201,USB,USB,RealtekBridgeControllers,0bda,9201,,
RTL9209,USB,USB,RealtekARGBControllers,0bda,9209,,
RTL9210,USB,USB,RealtekBridgeControllers,0bda,9210,,
RTL9220,USB,USB,RealtekBridgeControllers,0bda,9220,,
EVision Keyboard 0C45:5004,Keyboard,USB,EVisionKeyboards,0c45,5004,,
EVision Keyboard 0C45:5104,Keyboard,USB,EVisionKeyboards,0c45,5104,,
EVision Keyboard 0C45:5204,Keyboard,USB,EVisionKeyboards,0c45,5204,,
EVision Keyboard 0C45:652F,Keyboard,USB,EVisionKeyboards,0c45,652f,,
EVision Keyboard 0C45:7672,Keyboard,USB,EVisionKeyboards,0c45,7672,,
EVision Keyboard 0C45:7698,Keyboard,USB,EVisionKeyboards,0c45,7698,,
Patriot Viper V550,USB,USB,PatriotViperMouseControllers,0c45,7e18,,
EVision Keyboard 0C45:8520,Keyboard,USB,EVisionKeyboards,0c45,8520,,
AcerNitroHidKeyboardController,Keyboard,USB,AcerHIDControllers,0cf2,5130,,
Lian Li Uni Hub - SL,USB,USB,LianLiUniHubSL,0cf2,a100,,
Lian Li Uni Hub - AL,USB,USB,LianLiUniHubAL,0cf2,a101,,
Lian Li Uni Hub - SL Infinity,USB,USB,LianLiUniHubSLInfinity,0cf2,a102,,
Lian Li Uni Hub - SL V2,USB,USB,LianLiUniHubSLV2,0cf2,a103,,
Lian Li Uni Hub - AL V2,USB,USB,LianLiUniHubSLV2,0cf2,a104,,
Lian Li Uni Hub - SL V2 v0.5,USB,USB,LianLiUniHubSLV2,0cf2,a105,,
Lian Li Strimer L Connect,USB,USB,LianLiStrimerControllers,0cf2,a200,,
MSI Mystic Light Common,USB,USB,MSIMotherboardControllers,0db0,,,
MSI Mystic Light X870,USB,USB,MSIMotherboardControllers,0db0,,,
Lego Dimensions Toypad Base,USB,USB,LegoDimensionsToypadBaseControllers,0e6f,0241,,
Elgato Stream Deck MK.2,USB,USB,ElgatoStreamDeckControllers,0fd9,0080,,
MSI Laptop Keyboard,Keyboard,USB,MSILaptop,1038,1122,,
MSI Laptop Lightbar,USB,USB,MSILaptop,1038,1161,,
SteelSeries Siberia 350,USB,USB,SteelSeriesHeadset,1038,1229,,
SteelSeries Arctis 5,USB,USB,SteelSeriesArctis5,1038,1250,,
SteelSeries Arctis 5,USB,USB,SteelSeriesArctis5,1038,12aa,,
SteelSeries Arctis Nova 3,USB,USB,SteelSeriesArctisNova3,1038,12ec,,
SteelSeries Rival 300 Dota 2 Edition,USB,USB,SteelSeriesRival300,1038,1392,,
SteelSeries Rival 300 CS:GO Fade Edition,USB,USB,SteelSeriesRival300,1038,1394,,
SteelSeries QCK Prism Cloth Medium,USB,USB,SteelSeriesMousemat,1038,150a,,
SteelSeries QCK Prism Cloth XL,USB,USB,SteelSeriesMousemat,1038,150d,,
SteelSeries QCK Prism Cloth XL CS:GO Neon Rider Ed.,USB,USB,SteelSeriesMousemat,1038,1514,,
SteelSeries QCK Prism Cloth 3XL,USB,USB,SteelSeriesMousemat,1038,1516,,
SteelSeries QCK Prism Cloth 4XL,USB,USB,SteelSeriesMousemat,1038,1518,,
SteelSeries QCK Prism Cloth 5XL,USB,USB,SteelSeriesMousemat,1038,151a,,
SteelSeries QCK Prism Cloth XL CS:GO Neo Noir Ed.,USB,USB,SteelSeriesMousemat,1038,151c,,
SteelSeries QCK Prism Cloth XL Destiny Ed.,USB,USB,SteelSeriesMousemat,1038,151e,,
SteelSeries QCK Prism Cloth XL Destiny 2 Lightfall Ed.,USB,USB,SteelSeriesMousemat,1038,1520,,
SteelSeries Apex 3 TKL,USB,USB,SteelSeriesApex3TKL,1038,1622,,
SteelSeries Apex Pro TKL 2023 Wireless,USB,USB,SteelSeriesApex,1038,1630,,
SteelSeries Apex Pro TKL 2023 Wireless,USB,USB,SteelSeriesApex,1038,1632,,
SteelSeries Apex Pro TKL Gen 3 Wireless,USB,USB,SteelSeriesApex,1038,1644,,
SteelSeries Apex Pro TKL Gen 3 Wireless,USB,USB,SteelSeriesApex,1038,1646,,
SteelSeries Rival 700,USB,USB,SteelSeriesRival700,1038,1700,,
SteelSeries Rival 100,USB,USB,SteelSeriesRival100,1038,1702,,
SteelSeries Rival 100 DotA 2 Edition,USB,USB,SteelSeriesRival100,1038,170c,,
SteelSeries Rival 300,USB,USB,SteelSeriesRival300,1038,1710,,
SteelSeries Rival 300 Black Ops Edition,USB,USB,SteelSeriesRival300,1038,1710,,
Acer Predator Gaming Mouse (Rival 300),USB,USB,SteelSeriesRival300,1038,1714,,
SteelSeries Rival 300 CS:GO Fade Edition (stm32),USB,USB,SteelSeriesRival300,1038,1716,,
SteelSeries Rival 300 HP Omen Edition,USB,USB,SteelSeriesRival300,1038,1718,,
SteelSeries Rival 300 CS:GO Hyperbeast Edition,USB,USB,SteelSeriesRival300,1038,171a,,
SteelSeries Rival 310 CS:GO Howl Edition,USB,USB,SteelSeriesSensei,1038,171e,,
SteelSeries Rival 310,USB,USB,SteelSeriesSensei,1038,1720,,
SteelSeries Sensei 310,USB,USB,SteelSeriesSensei,1038,1722,,
SteelSeries Rival 600,USB,USB,SteelSeriesRival600,1038,1724,,
SteelSeries Rival 650 Wireless,USB,USB,SteelSeriesRival650,1038,1726,,
SteelSeries Rival 110,USB,USB,SteelSeriesRival100,1038,1729,,
SteelSeries Rival 650,USB,USB,SteelSeriesRival650,1038,172b,,
SteelSeries Rival 600 Dota 2 Edition,USB,USB,SteelSeriesRival600,1038,172e,,
SteelSeries Rival 710,USB,USB,SteelSeriesRival700,1038,1730,,
SteelSeries Rival 310 PUBG Edition,USB,USB,SteelSeriesSensei,1038,1736,,
SteelSeries Rival 105,USB,USB,SteelSeriesRival100,1038,1814,,
SteelSeries Rival 106,USB,USB,SteelSeriesRival100,1038,1816,,
SteelSeries Rival 3 (Old Firmware),USB,USB,SteelSeriesRival3,1038,1824,,
SteelSeries Sensei TEN,USB,USB,SteelSeriesSensei,1038,1832,,
SteelSeries Sensei TEN CS:GO Neon Rider Edition,USB,USB,SteelSeriesSensei,1038,1834,,
SteelSeries Aerox 3 Wired,USB,USB,SteelSeriesAerox3,1038,1836,,
SteelSeries Aerox 3 Wireless,USB,USB,SteelSeriesAerox3Wireless,1038,1838,,
SteelSeries Aerox 3 Wireless Wired,USB,USB,SteelSeriesAerox3WirelessWired,1038,183a,,
SteelSeries Rival 5,USB,USB,SteelSeriesRival5,1038,183c,,
SteelSeries Rival 3,USB,USB,SteelSeriesRival3,1038,184c,,
SteelSeries Aerox 5 Wired,USB,USB,SteelSeriesAerox5,1038,1850,,
SteelSeries Aerox 5 Wireless,USB,USB,SteelSeriesAerox5Wireless,1038,1852,,
SteelSeries Aerox 5 Wireless Wired,USB,USB,SteelSeriesAerox5WirelessWired,1038,1854,,
SteelSeries Aerox 9 Wireless,USB,USB,SteelSeriesAerox9Wireless,1038,1858,,
SteelSeries Aerox 9 Wireless Wired,USB,USB,SteelSeriesAerox9WirelessWired,1038,185a,,
SteelSeries Aerox 5 Destiny 2 Edition Wireless,USB,USB,SteelSeriesAerox5DestinyWireless,1038,185c,,
SteelSeries Aerox 5 Destiny 2 Edition Wireless Wired,USB,USB,SteelSeriesAerox5DestinyWirelessWired,1038,185e,,
SteelSeries Aerox 5 Diablo IV Edition Wireless,USB,USB,SteelSeriesAerox5DiabloWireless,1038,1860,,
SteelSeries Aerox 5 Diablo IV Edition Wireless Wired,USB,USB,SteelSeriesAerox5DiabloWirelessWired,1038,1862,,
SteelSeries Aerox 3 CS2 Dragon Lore Edition Wireless,USB,USB,SteelSeriesAerox3Wireless,1038,1878,,
SteelSeries Aerox 3 CS2 Dragon Lore Edition Wireless Wired,USB,USB,SteelSeriesAerox3WirelessWired,1038,187a,,
SteelSeries Aerox 3 Wireless Gen 2,USB,USB,SteelSeriesAerox3Gen2Wireless,1038,1890,,
HP Omen 30L,USB,USB,HPOmen30LController,103c,84fd,,
Turtle Beach Command Series KP7,USB,USB,TurtleBeachKP7Controllers,10f5,503a,,
MNT Reform Keyboard,Keyboard,USB,MNTKeyboardControllers,1209,6d02,,
MNT Pocket Reform Keyboard,Keyboard,USB,MNTKeyboardControllers,1209,6d06,,
XPG Summoner Gaming Keyboard,Keyboard,USB,XPGSummonerControllers,125f,9418,,
Cougar Revenger ST,USB,USB,CougarRevengerSTControllers,12cf,0412,,
YICO 8 ELITE,USB,USB,DRGBControllers,1368,6077,,
YICO 08 ELITE,USB,USB,DRGBControllers,1368,6078,,
YICO 08 ELITE,USB,USB,DRGBControllers,1368,6079,,
Trust GXT 180,USB,USB,TrustGXT180Controllers,145f,0248,,
Trust GXT 114,USB,USB,TrustGXT114Controllers,145f,026d,,
MSI Vigor GK30 controller,USB,USB,MSIVigorGK30Controllers,1462,0b30,,
MSI Mystic Light MS_1562,USB,USB,MSIMysticLight64Controllers,1462,1562,,
MSI Mystic Light MS_1563,USB,USB,MSIMysticLight64Controllers,1462,1563,,
MSI Mystic Light MS_1564,USB,USB,MSIMysticLight64Controllers,1462,1564,,
MSI Keyboard MS_1565,Keyboard,USB,MSIKeyboardController,1462,1601,,
MSI Mystic Light MS_1720,USB,USB,MSIMotherboardControllers,1462,1720,,
MSI Mystic Light MS_3EA4,USB,USB,MSIMotherboardControllers,1462,3ea4,,
MSI Monitor (Gaming Controller),USB,USB,MSIMonitorController,1462,3fa4,,
MSI Optix controller,USB,USB,MSIOptixControllers,1462,3fa4,,
MSI Mystic Light MS_4459,USB,USB,MSIMotherboardControllers,1462,4459,,
MSI Mystic Light MS_7B10,USB,USB,MSIMotherboardControllers,1462,7b10,,
MSI Mystic Light MS_7B12,USB,USB,MSIMotherboardControllers,1462,7b12,,
MSI Mystic Light MS_7B16,USB,USB,MSIMotherboardControllers,1462,7b16,,
MSI Mystic Light MS_7B17,USB,USB,MSIMotherboardControllers,1462,7b17,,
MSI Mystic Light MS_7B18,USB,USB,MSIMotherboardControllers,1462,7b18,,
MSI Mystic Light MS_7B50,USB,USB,MSIMotherboardControllers,1462,7b50,,
MSI Mystic Light MS_7B85,USB,USB,MSIMotherboardControllers,1462,7b85,,
MSI Mystic Light MS_7B92,USB,USB,MSIMotherboardControllers,1462,7b92,,
MSI Mystic Light MS_7B93,USB,USB,MSIMotherboardControllers,1462,7b93,,
MSI Mystic Light MS_7B94,USB,USB,MSIMotherboardControllers,1462,7b94,,
MSI Mystic Light MS_7B96,USB,USB,MSIMotherboardControllers,1462,7b96,,
MSI Mystic Light MS_7C02,USB,USB,MSIMotherboardControllers,1462,7c02,,
MSI Mystic Light MS_7C34,USB,USB,MSIMotherboardControllers,1462,7c34,,
MSI Mystic Light MS_7C35,USB,USB,MSIMotherboardControllers,1462,7c35,,
MSI Mystic Light MS_7C36,USB,USB,MSIMotherboardControllers,1462,7c36,,
MSI Mystic Light MS_7C37,USB,USB,MSIMotherboardControllers,1462,7c37,,
MSI Mystic Light MS_7C42,USB,USB,MSIMotherboardControllers,1462,7c42,,
MSI Mystic Light MS_7C56,USB,USB,MSIMotherboardControllers,1462,7c56,,
MSI Mystic Light MS_7C59,USB,USB,MSIMotherboardControllers,1462,7c59,,
MSI Mystic Light MS_7C60,USB,USB,MSIMotherboardControllers,1462,7c60,,
MSI Mystic Light MS_7C67,USB,USB,MSIMotherboardControllers,1462,7c67,,
MSI Mystic Light MS_7C70,USB,USB,MSIMotherboardControllers,1462,7c70,,
MSI Mystic Light MS_7C71,USB,USB,MSIMotherboardControllers,1462,7c71,,
MSI Mystic Light MS_7C73,USB,USB,MSIMotherboardControllers,1462,7c73,,
MSI Mystic Light MS_7C75,USB,USB,MSIMotherboardControllers,1462,7c75,,
MSI Mystic Light MS_7C76,USB,USB,MSIMotherboardControllers,1462,7c76,,
MSI Mystic Light MS_7C77,USB,USB,MSIMotherboardControllers,1462,7c77,,
MSI Mystic Light MS_7C79,USB,USB,MSIMotherboardControllers,1462,7c79,,
MSI Mystic Light MS_7C80,USB,USB,MSIMotherboardControllers,1462,7c80,,
MSI Mystic Light MS_7C81,USB,USB,MSIMotherboardControllers,1462,7c81,,
MSI Mystic Light MS_7C82,USB,USB,MSIMotherboardControllers,1462,7c82,,
MSI Mystic Light MS_7C83,USB,USB,MSIMotherboardControllers,1462,7c83,,
MSI Mystic Light MS_7C84,USB,USB,MSIMotherboardControllers,1462,7c84,,
MSI Mystic Light MS_7C85,USB,USB,MSIMotherboardControllers,1462,7c85,,
MSI Mystic Light MS_7C86,USB,USB,MSIMotherboardControllers,1462,7c86,,
MSI Mystic Light MS_7C87,USB,USB,MSIMotherboardControllers,1462,7c87,,
MSI Mystic Light MS_7C88,USB,USB,MSIMotherboardControllers,1462,7c88,,
MSI Mystic Light MS_7C89,USB,USB,MSIMotherboardControllers,1462,7c89,,
MSI Mystic Light MS_7C90,USB,USB,MSIMotherboardControllers,1462,7c90,,
MSI Mystic Light MS_7C91,USB,USB,MSIMotherboardControllers,1462,7c91,,
MSI Mystic Light MS_7C92,USB,USB,MSIMotherboardControllers,1462,7c92,,
MSI Mystic Light MS_7C94,USB,USB,MSIMotherboardControllers,1462,7c94,,
MSI Mystic Light MS_7C95,USB,USB,MSIMotherboardControllers,1462,7c95,,
MSI Mystic Light MS_7C96,USB,USB,MSIMotherboardControllers,1462,7c96,,
MSI Mystic Light MS_7C98,USB,USB,MSIMotherboardControllers,1462,7c98,,
MSI Mystic Light MS_7C99,USB,USB,MSIMotherboardControllers,1462,7c99,,
MSI Mystic Light MS_7D03,USB,USB,MSIMotherboardControllers,1462,7d03,,
MSI Mystic Light MS_7D04,USB,USB,MSIMotherboardControllers,1462,7d04,,
MSI Mystic Light MS_7D06,USB,USB,MSIMotherboardControllers,1462,7d06,,
MSI Mystic Light MS_7D07,USB,USB,MSIMotherboardControllers,1462,7d07,,
MSI Mystic Light MS_7D08,USB,USB,MSIMotherboardControllers,1462,7d08,,
MSI Mystic Light MS_7D09,USB,USB,MSIMotherboardControllers,1462,7d09,,
MSI Mystic Light MS_7D13,USB,USB,MSIMotherboardControllers,1462,7d13,,
MSI Mystic Light MS_7D14,USB,USB,MSIMotherboardControllers,1462,7d14,,
MSI Mystic Light MS_7D15,USB,USB,MSIMotherboardControllers,1462,7d15,,
MSI Mystic Light MS_7D17,USB,USB,MSIMotherboardControllers,1462,7d17,,
MSI Mystic Light MS_7D18,USB,USB,MSIMotherboardControllers,1462,7d18,,
MSI Mystic Light MS_7D19,USB,USB,MSIMotherboardControllers,1462,7d19,,
MSI Mystic Light MS_7D20,USB,USB,MSIMotherboardControllers,1462,7d20,,
MSI Mystic Light MS_7D25,USB,USB,MSIMotherboardControllers,1462,7d25,,
MSI Mystic Light MS_7D27,USB,USB,MSIMotherboardControllers,1462,7d27,,
MSI Mystic Light MS_7D28,USB,USB,MSIMotherboardControllers,1462,7d28,,
MSI Mystic Light MS_7D29,USB,USB,MSIMotherboardControllers,1462,7d29,,
MSI Mystic Light MS_7D30,USB,USB,MSIMotherboardControllers,1462,7d30,,
MSI Mystic Light MS_7D31,USB,USB,MSIMotherboardControllers,1462,7d31,,
MSI Mystic Light MS_7D32,USB,USB,MSIMotherboardControllers,1462,7d32,,
MSI Mystic Light MS_7D33,USB,USB,MSIMotherboardControllers,1462,7d33,,
MSI Mystic Light MS_7D36,USB,USB,MSIMotherboardControllers,1462,7d36,,
MSI Mystic Light MS_7D37,USB,USB,MSIMotherboardControllers,1462,7d37,,
MSI Mystic Light MS_7D38,USB,USB,MSIMotherboardControllers,1462,7d38,,
MSI Mystic Light MS_7D40,USB,USB,MSIMotherboardControllers,1462,7d40,,
MSI Mystic Light MS_7D41,USB,USB,MSIMotherboardControllers,1462,7d41,,
MSI Mystic Light MS_7D42,USB,USB,MSIMotherboardControllers,1462,7d42,,
MSI Mystic Light MS_7D43,USB,USB,MSIMotherboardControllers,1462,7d43,,
MSI Mystic Light MS_7D46,USB,USB,MSIMotherboardControllers,1462,7d46,,
MSI Mystic Light MS_7D50,USB,USB,MSIMotherboardControllers,1462,7d50,,
MSI Mystic Light MS_7D51,USB,USB,MSIMotherboardControllers,1462,7d51,,
MSI Mystic Light MS_7D52,USB,USB,MSIMotherboardControllers,1462,7d52,,
MSI Mystic Light MS_7D53,USB,USB,MSIMotherboardControllers,1462,7d53,,
MSI Mystic Light MS_7D54,USB,USB,MSIMotherboardControllers,1462,7d54,,
MSI Mystic Light MS_7D59,USB,USB,MSIMotherboardControllers,1462,7d59,,
MSI Mystic Light MS_7D67,USB,USB,MSIMotherboardControllers,1462,7d67,,
MSI Mystic Light MS_7D69,USB,USB,MSIMotherboardControllers,1462,7d69,,
MSI Mystic Light MS_7D70,USB,USB,MSIMotherboardControllers,1462,7d70,,
MSI Mystic Light MS_7D73,USB,USB,MSIMotherboardControllers,1462,7d73,,
MSI Mystic Light MS_7D74,USB,USB,MSIMotherboardControllers,1462,7d74,,
MSI Mystic Light MS_7D75,USB,USB,MSIMotherboardControllers,1462,7d75,,
MSI Mystic Light MS_7D76,USB,USB,MSIMotherboardControllers,1462,7d76,,
MSI Mystic Light MS_7D77,USB,USB,MSIMotherboardControllers,1462,7d77,,
MSI Mystic Light MS_7D78,USB,USB,MSIMotherboardControllers,1462,7d78,,
MSI Mystic Light MS_7D86,USB,USB,MSIMotherboardControllers,1462,7d86,,
MSI Mystic Light MS_7D88,USB,USB,MSIMotherboardControllers,1462,7d88,,
MSI Mystic Light MS_7D89,USB,USB,MSIMotherboardControllers,1462,7d89,,
MSI Mystic Light MS_7D90,USB,USB,MSIMotherboardControllers,1462,7d90,,
MSI Mystic Light MS_7D91,USB,USB,MSIMotherboardControllers,1462,7d91,,
MSI Mystic Light MS_7D93,USB,USB,MSIMotherboardControllers,1462,7d93,,
MSI Mystic Light MS_7D96,USB,USB,MSIMotherboardControllers,1462,7d96,,
MSI Mystic Light MS_7D97,USB,USB,MSIMotherboardControllers,1462,7d97,,
MSI Mystic Light MS_7D98,USB,USB,MSIMotherboardControllers,1462,7d98,,
MSI Mystic Light MS_7D99,USB,USB,MSIMotherboardControllers,1462,7d99,,
MSI Mystic Light MS_7E01,USB,USB,MSIMotherboardControllers,1462,7e01,,
MSI Mystic Light MS_7E03,USB,USB,MSIMotherboardControllers,1462,7e03,,
MSI Mystic Light MS_7E06,USB,USB,MSIMotherboardControllers,1462,7e06,,
MSI Mystic Light MS_7E07,USB,USB,MSIMotherboardControllers,1462,7e07,,
MSI Mystic Light MS_7E09,USB,USB,MSIMotherboardControllers,1462,7e09,,
MSI Mystic Light MS_7E10,USB,USB,MSIMotherboardControllers,1462,7e10,,
MSI Mystic Light MS_7E20,USB,USB,MSIMotherboardControllers,1462,7e20,,
MSI Mystic Light MS_7E32,USB,USB,MSIMotherboardControllers,1462,7e32,,
MSI Mystic Light MS_7E34,USB,USB,MSIMotherboardControllers,1462,7e34,,
MSI Mystic Light MS_7E59,USB,USB,MSIMotherboardControllers,1462,7e59,,
MSI Mystic Light MS_7E70,USB,USB,MSIMotherboardControllers,1462,7e70,,
MSI Mystic Light MS_7E76,USB,USB,MSIMotherboardControllers,1462,7e76,,
MSI Mystic Light MS_7E80,USB,USB,MSIMotherboardControllers,1462,7e80,,
MSI Mystic Light MS_7E81,USB,USB,MSIMotherboardControllers,1462,7e81,,
MSI Mystic Light MS_7E86,USB,USB,MSIMotherboardControllers,1462,7e86,,
MSI Mystic Light MS_905D,USB,USB,MSIMotherboardControllers,1462,905d,,
MSI Mystic Light MS_B926,USB,USB,MSIMotherboardControllers,1462,b926,,
Razer Mamba 2012 (Wired),USB,USB,RazerControllers,1532,0024,,
Razer Mamba 2012 (Wireless),USB,USB,RazerControllers,1532,0025,,
Razer Naga Epic Chroma,USB,USB,RazerControllers,1532,003e,,
Razer Deathadder Chroma,USB,USB,RazerControllers,1532,0043,,
Razer Mamba 2015 (Wired),USB,USB,RazerControllers,1532,0044,,
Razer Mamba 2015 (Wireless),USB,USB,RazerControllers,1532,0045,,
Razer Mamba Tournament Edition,USB,USB,RazerControllers,1532,0046,,
Razer Diamondback,USB,USB,RazerControllers,1532,004c,,
Razer Naga Hex V2,USB,USB,RazerControllers,1532,0050,,
Razer Naga Chroma,USB,USB,RazerControllers,1532,0053,,
Razer Lancehead 2017 (Wired),USB,USB,RazerControllers,1532,0059,,
Razer Lancehead 2017 (Wireless),USB,USB,RazerControllers,1532,005a,,
Razer Deathadder Elite,USB,USB,RazerControllers,1532,005c,,
Razer Lancehead Tournament Edition,USB,USB,RazerControllers,1532,0060,,
Razer Basilisk,USB,USB,RazerControllers,1532,0064,,
Razer Basilisk Essential,USB,USB,RazerControllers,1532,0065,,
Razer Naga Trinity,USB,USB,RazerControllers,1532,0067,,
Razer Firefly Hyperflux,USB,USB,RazerControllers,1532,0068,,
Razer Mamba Hyperflux (Wired),USB,USB,RazerControllers,1532,0069,,
Razer Abyssus Elite D.Va Edition,USB,USB,RazerControllers,1532,006a,,
Razer Abyssus Essential,USB,USB,RazerControllers,1532,006b,,
Razer Mamba Elite,USB,USB,RazerControllers,1532,006c,,
Razer Deathadder Essential,USB,USB,RazerControllers,1532,006e,,
Razer Lancehead 2019 (Wireless),USB,USB,RazerControllers,1532,006f,,
Razer Lancehead 2019 (Wired),USB,USB,RazerControllers,1532,0070,,
Razer Deathadder Essential White Edition,USB,USB,RazerControllers,1532,0071,,
Razer Mamba 2018 (Wireless),USB,USB,RazerControllers,1532,0072,,
Razer Mamba 2018 (Wired),USB,USB,RazerControllers,1532,0073,,
Razer Viper,USB,USB,RazerControllers,1532,0078,,
Razer Viper Ultimate (Wired),USB,USB,RazerControllers,1532,007a,,
Razer Viper Ultimate (Wireless),USB,USB,RazerControllers,1532,007b,,
Razer Deathadder V2 Pro (Wired),USB,USB,RazerControllers,1532,007c,,
Razer Deathadder V2 Pro (Wireless),USB,USB,RazerControllers,1532,007d,,
Razer Mouse Dock Chroma,USB,USB,RazerControllers,1532,007e,,
Razer Deathadder V2,USB,USB,RazerControllers,1532,0084,,
Razer Basilisk V2,USB,USB,RazerControllers,1532,0085,,
Razer Basilisk Ultimate (Wired),USB,USB,RazerControllers,1532,0086,,
Razer Basilisk Ultimate (Wireless),USB,USB,RazerControllers,1532,0088,,
Razer Viper Mini,USB,USB,RazerControllers,1532,008a,,
Razer Deathadder V2 Mini,USB,USB,RazerControllers,1532,008c,,
Razer Naga Left Handed,USB,USB,RazerControllers,1532,008d,,
Razer Naga Pro (Wired),USB,USB,RazerControllers,1532,008f,,
Razer Naga Pro (Wireless),USB,USB,RazerControllers,1532,0090,,
Razer Viper 8kHz,USB,USB,RazerControllers,1532,0091,,
Razer Naga Classic,USB,USB,RazerControllers,1532,0093,,
Razer Deathadder Essential V2,USB,USB,RazerControllers,1532,0098,,
Razer Basilisk V3,USB,USB,RazerControllers,1532,0099,,
Razer Cobra,USB,USB,RazerControllers,1532,00a3,,
Razer Mouse Dock Pro,USB,USB,RazerControllers,1532,00a4,,
Razer Naga Pro V2 (Wired),USB,USB,RazerControllers,1532,00a7,,
Razer Naga Pro V2 (Wireless),USB,USB,RazerControllers,1532,00a8,,
Razer Basilisk V3 Pro (Wired),USB,USB,RazerControllers,1532,00aa,,
Razer Basilisk V3 Pro (Wireless),USB,USB,RazerControllers,1532,00ab,,
Razer Cobra Pro (Wired),USB,USB,RazerControllers,1532,00af,,
Razer Cobra Pro (Wireless),USB,USB,RazerControllers,1532,00b0,,
Razer Basilisk V3 X HyperSpeed,USB,USB,RazerControllers,1532,00b9,,
Razer Basilisk V3 35K,USB,USB,RazerControllers,1532,00cb,,
Razer Basilisk V3 Pro 35K (Wired),USB,USB,RazerControllers,1532,00cc,,
Razer Basilisk V3 Pro 35K (Wireless),USB,USB,RazerControllers,1532,00cd,,
Razer Basilisk V3 Pro 35K Phantom Green (Wired),USB,USB,RazerControllers,1532,00d6,,
Razer Basilisk V3 Pro 35K Phantom Green (Wireless),USB,USB,RazerControllers,1532,00d7,,
Razer Blackwidow Chroma,USB,USB,RazerControllers,1532,0203,,
Razer Deathstalker Chroma,USB,USB,RazerControllers,1532,0204,,
Razer Blade Stealth (2016),USB,USB,RazerControllers,1532,0205,,
Razer Orbweaver Chroma,USB,USB,RazerControllers,1532,0207,,
Razer Tartarus Chroma,USB,USB,RazerControllers,1532,0208,,
Razer Blackwidow Chroma Tournament Edition,USB,USB,RazerControllers,1532,0209,,
Razer Blade (2016),USB,USB,RazerControllers,1532,020f,,
Razer Blade Pro (2016),USB,USB,RazerControllers,1532,0210,,
Razer Blackwidow Overwatch,USB,USB,RazerControllers,1532,0211,,
Razer Core,USB,USB,RazerControllers,1532,0215,,
Razer Blackwidow X Chroma,USB,USB,RazerControllers,1532,0216,,
Razer Blackwidow X Chroma Tournament Edition,USB,USB,RazerControllers,1532,021a,,
Razer Ornata Chroma,USB,USB,RazerControllers,1532,021e,,
Razer Blade Stealth (Late 2016),USB,USB,RazerControllers,1532,0220,,
Razer Blackwidow Chroma V2,USB,USB,RazerControllers,1532,0221,,
Razer Blade (Late 2016),USB,USB,RazerControllers,1532,0224,,
Razer Blade Pro (2017),USB,USB,RazerControllers,1532,0225,,
Razer Huntsman Elite,USB,USB,RazerControllers,1532,0226,,
Razer Huntsman,USB,USB,RazerControllers,1532,0227,,
Razer Blackwidow Elite,USB,USB,RazerControllers,1532,0228,,
Razer Cynosa Chroma,USB,USB,RazerControllers,1532,022a,,
Razer Tartarus V2,USB,USB,RazerControllers,1532,022b,,
Razer Blade Stealth (2017),USB,USB,RazerControllers,1532,022d,,
Razer Blade Pro (2017 FullHD),USB,USB,RazerControllers,1532,022f,,
Razer Blade Stealth (Late 2017),USB,USB,RazerControllers,1532,0232,,
Razer Blade 15 (2018 Advanced),USB,USB,RazerControllers,1532,0233,,
Razer Blade Pro (2019),USB,USB,RazerControllers,1532,0234,,
Razer Blade Stealth (2019),USB,USB,RazerControllers,1532,0239,,
Razer Blade 15 (2019 Advanced),USB,USB,RazerControllers,1532,023a,,
Razer Blade 15 (2018 Base),USB,USB,RazerControllers,1532,023b,,
Razer Cynosa Lite,USB,USB,RazerControllers,1532,023f,,
Razer Blade 15 (2018 Mercury),USB,USB,RazerControllers,1532,0240,,
