# OpenRGB detector identity index (name/bus/IDs only). Source revision 81bbe18a84c2e507006f19dd252e397e40a56bfe.
# OpenRGB is GPL-2.0-or-later (Adam Honse / contributors). Not a protocol dump.
# Regenerated by python3 scripts/agent-run.py fetch-openrgb-device-index
Name,Category,Type,RGBController,VID,PID,SVID,SPID
Gigabyte AORUS GeForce RTX 2080 SUPER Waterforce WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e81,1458,4002
Gigabyte AORUS GeForce RTX 2080 SUPER Waterforce WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e81,1458,4003
Gigabyte GeForce RTX 2080 SUPER Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e81,1458,3fe9
KFA2 GeForce RTX 2080 SUPER EX OC,GPU,I2C,GalaxGPUControllers,10de,1e81,10de,13a1
MSI GeForce RTX 2080 SUPER Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,1e81,1462,c724
NVIDIA GeForce RTX 2080 SUPER,GPU,I2C,PalitGPUv2Controllers,10de,1e81,10de,1e81
ZOTAC GAMING GeForce RTX 2080 SUPER Twin Fan,GPU,I2C,ZotacTuringGPUControllers,10de,1e81,19da,9500
ASUS ROG STRIX GeForce RTX 2080 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e82,1043,867f
EVGA GeForce RTX 2080 Black,GPU,I2C,EVGATuringGPUControllers,10de,1e82,3842,2081
Gainward GeForce RTX 2080 Phoenix GS,GPU,I2C,PalitGPUv2Controllers,10de,1e82,10b0,1e87
Gigabyte GeForce RTX 2080 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e82,1458,37d6
KFA2 GeForce RTX 2080 EX OC,GPU,I2C,GalaxGPUControllers,10de,1e82,10de,12b0
MSI GeForce RTX 2080 Gaming Trio,GPU,I2C,MSIGPUControllers,10de,1e82,1462,372e
ASUS ROG STRIX GeForce RTX 2070 SUPER A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e84,1043,8728
ASUS ROG STRIX GeForce RTX 2070 SUPER A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e84,1043,8706
ASUS ROG STRIX GeForce RTX 2070 SUPER Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e84,1043,8707
ASUS ROG STRIX GeForce RTX 2070 SUPER Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e84,1043,8729
ASUS ROG STRIX GeForce RTX 2070 SUPER Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e84,1043,8727
EVGA GeForce RTX 2070 SUPER FTW3 Ultra,GPU,I2C,EVGATuringGPUControllers,10de,1e84,3842,3277
EVGA GeForce RTX 2070 SUPER FTW3 Ultra+,GPU,I2C,EVGATuringGPUControllers,10de,1e84,3842,3377
EVGA GeForce RTX 2070 SUPER XC Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1e84,3842,3172
EVGA GeForce RTX 2070 SUPER XC Ultra,GPU,I2C,EVGATuringGPUControllers,10de,1e84,3842,3173
EVGA GeForce RTX 2070 SUPER XC Ultra+,GPU,I2C,EVGATuringGPUControllers,10de,1e84,3842,3175
GALAX GeForce RTX 2070 SUPER EX Gamer Black,GPU,I2C,GalaxGPUControllers,10de,1e84,10de,139f
Gainward GeForce RTX 2070 SUPER Phantom,GPU,I2C,PalitGPUv2Controllers,10de,1e84,10b0,1e84
Gigabyte AORUS GeForce RTX 2070 SUPER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e84,1458,3ff5
Gigabyte AORUS GeForce RTX 2070 SUPER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e84,1458,3ff6
Gigabyte GeForce RTX 2070 SUPER Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e84,1458,3feb
Gigabyte GeForce RTX 2070 SUPER Gaming OC 3X,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e84,1458,4008
Gigabyte GeForce RTX 2070 SUPER Gaming OC 3X White,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e84,1458,400d
MSI GeForce RTX 2070 SUPER ARMOR OC,GPU,I2C,MSIGPUControllers,10de,1e84,1462,c730
MSI GeForce RTX 2070 SUPER Gaming,GPU,I2C,MSIGPUControllers,10de,1e84,1462,373f
MSI GeForce RTX 2070 SUPER Gaming Trio,GPU,I2C,MSIGPUControllers,10de,1e84,1462,c727
MSI GeForce RTX 2070 SUPER Gaming X,GPU,I2C,MSIGPUControllers,10de,1e84,1462,373e
MSI GeForce RTX 2070 SUPER Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,1e84,1462,c726
MSI GeForce RTX 2070 SUPER Gaming Z Trio,GPU,I2C,MSIGPUControllers,10de,1e84,1462,37b6
Palit GeForce RTX 2070 SUPER Jetstream,GPU,I2C,PalitGPUv2Controllers,10de,1e84,10de,1e84
ZOTAC GAMING GeForce RTX 2070 SUPER Twin Fan,GPU,I2C,ZotacTuringGPUControllers,10de,1e84,19da,7500
iGame GeForce RTX 2070 SUPER Advanced OC-V,GPU,I2C,ColorfulTuringGPUControllers,10de,1e84,7377,1401
iGame GeForce RTX 2070 SUPER Advanced OC-V,GPU,I2C,ColorfulTuringGPUControllers,10de,1e84,7377,140a
ASUS ROG STRIX GeForce RTX 2080 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e87,1043,865f
ASUS ROG STRIX GeForce RTX 2080 V2 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e87,1043,8661
EVGA GeForce RTX 2080 XC Black,GPU,I2C,EVGATuringGPUControllers,10de,1e87,3842,2082
EVGA GeForce RTX 2080 XC Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1e87,3842,2182
EVGA GeForce RTX 2080 XC Hybrid Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1e87,3842,2184
EVGA GeForce RTX 2080 XC Ultra Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1e87,3842,2183
Gigabyte AORUS GeForce RTX 2080,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e87,1458,37b2
Gigabyte AORUS GeForce RTX 2080,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e87,1458,37b3
Gigabyte AORUS GeForce RTX 2080 XTREME,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e87,1458,37a2
Gigabyte AORUS GeForce RTX 2080 XTREME,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e87,1458,37b1
Gigabyte GeForce RTX 2080 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e87,1458,37a7
MSI GeForce RTX 2080 Duke OC,GPU,I2C,MSIGPUControllers,10de,1e87,1462,3721
MSI GeForce RTX 2080 Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,1e87,1462,3726
MSI GeForce RTX 2080 Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,1e87,1462,3727
MSI GeForce RTX 2080 Sea Hawk EK X,GPU,I2C,MSIGPUControllers,10de,1e87,1462,3728
ZOTAC GAMING GeForce RTX 2080 AMP,GPU,I2C,ZotacTuringGPUControllers,10de,1e87,19da,3500
ASUS ROG STRIX GeForce RTX 2060 EVO Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e89,1043,8775
Gigabyte GeForce RTX 2060 Gaming OC PRO V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e89,1458,3fc9
MSI GeForce RTX 2060 Gaming Z,GPU,I2C,MSIGPUControllers,10de,1e89,1462,3752
PNY GeForce RTX 2060 XLR8 OC EDITION,GPU,I2C,PalitGPUv2Controllers,10de,1e89,196e,1363
ASUS ROG STRIX GeForce RTX 2070 SUPER A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1ec7,1043,86ff
EVGA GeForce RTX 2070 XC Black,GPU,I2C,EVGATuringGPUControllers,10de,1f02,3842,2071
Gigabyte GeForce RTX 2070 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f02,1458,37ad
Gigabyte GeForce RTX 2070 Gaming OC 8GC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f02,1458,37c8
Gigabyte GeForce RTX 2070 Windforce,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f02,1458,37c2
KFA2 GeForce RTX 2070 EX,GPU,I2C,GalaxGPUControllers,10de,1f02,10de,12fe
MSI GeForce RTX 2070 ARMOR,GPU,I2C,MSIGPUControllers,10de,1f02,1462,3734
MSI GeForce RTX 2070 Gaming,GPU,I2C,MSIGPUControllers,10de,1f02,1462,3733
ASUS ROG STRIX GeForce RTX 2060 SUPER A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f06,1043,86fc
ASUS ROG STRIX GeForce RTX 2060 SUPER A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f06,1043,86fd
ASUS ROG STRIX GeForce RTX 2060 SUPER Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f06,1043,8730
ASUS ROG STRIX GeForce RTX 2060 SUPER Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1f06,1043,86fb
Gigabyte AORUS GeForce RTX 2060 SUPER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1f06,1458,3ff7
Gigabyte AORUS GeForce RTX 2060 SUPER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1f06,1458,3ff8
Gigabyte GeForce RTX 2060 SUPER Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f06,1458,404a
Gigabyte GeForce RTX 2060 SUPER Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f06,1458,3fed
Gigabyte GeForce RTX 2060 SUPER Gaming OC 3X V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f06,1458,4009
Gigabyte GeForce RTX 2060 SUPER Gaming OC 3X White,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f06,1458,3ffe
MSI GeForce RTX 2060 SUPER ARMOR OC,GPU,I2C,MSIGPUControllers,10de,1f06,1462,c754
MSI GeForce RTX 2060 SUPER Gaming X,GPU,I2C,MSIGPUControllers,10de,1f06,1462,c752
ASUS ROG STRIX GeForce RTX 2070 A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f07,1043,8671
ASUS ROG STRIX GeForce RTX 2070 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1f07,1043,8670
EVGA GeForce RTX 2070 FTW3 Ultra OC,GPU,I2C,EVGATuringGPUControllers,10de,1f07,3842,2277
EVGA GeForce RTX 2070 XC Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1f07,3842,2172
EVGA GeForce RTX 2070 XC OC,GPU,I2C,EVGATuringGPUControllers,10de,1f07,3842,2173
Gigabyte AORUS GeForce RTX 2070,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1f07,1458,37b7
Gigabyte AORUS GeForce RTX 2070 XTREME,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1f07,1458,37b4
Gigabyte AORUS GeForce RTX 2070 XTREME,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1f07,1458,37b5
Gigabyte GeForce RTX 2070 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f07,1458,37ad
KFA2 GeForce RTX 2070 OC,GPU,I2C,GalaxGPUControllers,10de,1f07,10de,12ff
MSI GeForce RTX 2070 ARMOR OC,GPU,I2C,MSIGPUControllers,10de,1f07,1462,3734
MSI GeForce RTX 2070 Gaming Z,GPU,I2C,MSIGPUControllers,10de,1f07,1462,3732
ASUS ROG STRIX GeForce RTX 2060 EVO Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f08,1043,86d3
ASUS ROG STRIX GeForce RTX 2060 EVO V2 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f08,1043,880b
ASUS ROG STRIX GeForce RTX 2060 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f08,1043,8690
ASUS ROG STRIX GeForce RTX 2060 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1f08,1043,868e
ASUS ROG STRIX GeForce RTX 2060 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1f08,1043,86d2
Gigabyte GeForce RTX 2060 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f08,1458,37ce
Gigabyte GeForce RTX 2060 Gaming OC PRO,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f08,1458,3fc2
Gigabyte GeForce RTX 2060 Gaming OC PRO V3,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f08,1458,3fc9
Gigabyte GeForce RTX 2060 Gaming OC PRO White,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f08,1458,3fd0
MSI GeForce RTX 2060 Gaming Z,GPU,I2C,MSIGPUControllers,10de,1f08,1462,3752
MSI GeForce RTX 2060 Gaming Z,GPU,I2C,MSIGPUControllers,10de,1f08,1462,3754
NVIDIA GeForce RTX 2060 SUPER,GPU,I2C,PalitGPUv2Controllers,10de,1f08,10de,1f08
ASUS ROG STRIX GeForce RTX 2060 SUPER A8G EVO Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f47,1043,8703
ASUS ROG STRIX GeForce RTX 2060 SUPER Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1f47,1043,8702
Gigabyte GeForce GTX 1650 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1f82,1458,3fe4
ASUS ROG STRIX GeForce GTX 1660 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,2182,1043,86a5
Gigabyte GeForce GTX 1660 Ti Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2182,1458,3fc5
MSI GeForce GTX 1660 Ti Gaming,GPU,I2C,MSIGPUControllers,10de,2182,1462,375c
MSI GeForce GTX 1660 Ti Gaming X,GPU,I2C,MSIGPUControllers,10de,2182,1462,375a
Gigabyte GeForce GTX 1660 Gaming OC 6G,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2184,1458,3fc7
MSI GeForce GTX 1660 Gaming X,GPU,I2C,MSIGPUControllers,10de,2184,1462,3790
ASUS ROG STRIX GeForce GTX 1650 SUPER A4G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,2187,1043,8750
ASUS ROG STRIX GeForce GTX 1650 SUPER Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,2187,1043,874f
ASUS ROG STRIX GeForce GTX 1660 SUPER Gaming,GPU,I2C,AsusAuraGPUControllers,10de,21c4,1043,8754
ASUS ROG STRIX GeForce GTX 1660 SUPER Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,21c4,1043,8752
Gainward GeForce GTX 1660 SUPER Ghost,GPU,I2C,PalitGPUv2Controllers,10de,21c4,10de,21c4
Gigabyte GeForce GTX 1660 SUPER Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,21c4,1458,4014
MSI GeForce GTX 1660 SUPER Gaming,GPU,I2C,MSIGPUControllers,10de,21c4,1462,c759
MSI GeForce GTX 1660 SUPER Gaming X,GPU,I2C,MSIGPUControllers,10de,21c4,1462,c758
ASUS ROG STRIX LC GeForce RTX 3090 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2203,1043,8870
ASUS TUF GeForce RTX 3090 Ti Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2203,1043,8875
ASUS TUF GeForce RTX 3090 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2203,1043,8874
EVGA GeForce RTX 3090 Ti FTW3 Black Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2203,3842,4981
EVGA GeForce RTX 3090 Ti FTW3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2203,3842,4983
EVGA GeForce RTX 3090 Ti FTW3 Ultra Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2203,3842,4985
EVGA GeForce RTX 3090 Ti FTW3 Ultra Hybrid Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2203,3842,4988
Gainward GeForce RTX 3090 Ti Phantom,GPU,I2C,PalitGPUv2Controllers,10de,2203,10b0,f295
MSI GeForce RTX 3090 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2203,1462,5091
MSI GeForce RTX 3090 Ti Suprim X,GPU,I2C,MSIGPUControllers,10de,2203,1462,5090
Palit GeForce RTX 3090 Ti Gamerock,GPU,I2C,PalitGPUv2Controllers,10de,2203,1569,f294
ASUS ROG STRIX GeForce RTX 3090 GUNDAM EDITION,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87cd
ASUS ROG STRIX GeForce RTX 3090 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87ad
ASUS ROG STRIX GeForce RTX 3090 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87c5
ASUS ROG STRIX GeForce RTX 3090 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87af
ASUS ROG STRIX GeForce RTX 3090 Gaming White OC,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87d9
ASUS ROG STRIX GeForce RTX 3090 OC EVA EDITION,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,8886
ASUS TUF GeForce RTX 3090 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87b5
ASUS TUF GeForce RTX 3090 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2204,1043,87b3
EVGA GeForce RTX 3090 FTW3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3987
EVGA GeForce RTX 3090 FTW3 Ultra Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3988
EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3989
EVGA GeForce RTX 3090 FTW3 Ultra v2,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3982
EVGA GeForce RTX 3090 FTW3 Ultra v3,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3387
EVGA GeForce RTX 3090 K|NGP|N Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3998
EVGA GeForce RTX 3090 K|NGP|N Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3999
EVGA GeForce RTX 3090 XC3 Black,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3971
EVGA GeForce RTX 3090 XC3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3973
EVGA GeForce RTX 3090 XC3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3975
EVGA GeForce RTX 3090 XC3 Ultra Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3978
EVGA GeForce RTX 3090 XC3 Ultra Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2204,3842,3979
Gainward GeForce RTX 3090 Phoenix,GPU,I2C,PalitGPUv2Controllers,10de,2204,10b0,2204
Gigabyte AORUS GeForce RTX 3090 XTREME WATERFORCE,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2204,1458,4039
Gigabyte AORUS GeForce RTX 3090 XTREME WATERFORCE WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2204,1458,403a
Gigabyte GeForce RTX 3090 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2204,1458,4043
Gigabyte GeForce RTX 3090 VISION OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2204,1458,4044
MSI GeForce RTX 3090 Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2204,1462,3884
MSI GeForce RTX 3090 Suprim,GPU,I2C,MSIGPUControllers,10de,2204,1462,3883
MSI GeForce RTX 3090 Suprim X,GPU,I2C,MSIGPUControllers,10de,2204,1462,3882
PNY GeForce RTX 3090 XLR8 Revel EPIC-X,GPU,I2C,PalitGPUv2Controllers,10de,2204,196e,136a
Palit GeForce RTX 3090,GPU,I2C,PalitGPUv2Controllers,10de,2204,1569,2204
Palit GeForce RTX 3090 Gamerock,GPU,I2C,PalitGPUv2Controllers,10de,2204,1569,f278
ZOTAC GAMING GeForce RTX 3090 AMP Extreme Holo,GPU,I2C,ZotacV2GPUControllers,10de,2204,19da,1619
ZOTAC GAMING GeForce RTX 3090 Trinity,GPU,I2C,ZotacV2GPUControllers,10de,2204,19da,1613
ASUS ROG GeForce RTX 3080 GUNDAM EDITION,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87ce
ASUS ROG STRIX GeForce RTX 3080 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87aa
ASUS ROG STRIX GeForce RTX 3080 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87ac
ASUS ROG STRIX GeForce RTX 3080 White OC,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87d1
ASUS TUF GeForce RTX 3080 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87c4
ASUS TUF GeForce RTX 3080 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87b2
ASUS TUF GeForce RTX 3080 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2206,1043,87b0
EVGA GeForce RTX 3080 FTW3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3895
EVGA GeForce RTX 3080 FTW3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3897
EVGA GeForce RTX 3080 FTW3 Ultra Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3898
EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3899
EVGA GeForce RTX 3080 XC3 Black,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3881
EVGA GeForce RTX 3080 XC3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3883
EVGA GeForce RTX 3080 XC3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3885
EVGA GeForce RTX 3080 XC3 Ultra Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3888
EVGA GeForce RTX 3080 XC3 Ultra Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2206,3842,3889
GALAX GeForce RTX 3080 SG,GPU,I2C,GalaxGPUControllers,10de,2206,10de,1455
Gainward GeForce RTX 3080 Phoenix,GPU,I2C,PalitGPUv2Controllers,10de,2206,10b0,2206
Gigabyte AORUS GeForce RTX 3080 XTREME WATERFORCE WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2206,1458,4038
Gigabyte GeForce RTX 3080 EAGLE OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2206,1458,4040
Gigabyte GeForce RTX 3080 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2206,1458,403f
Gigabyte GeForce RTX 3080 Vision OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2206,1458,404b
MSI GeForce RTX 3080 Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2206,1462,3892
MSI GeForce RTX 3080 Gaming Z Trio,GPU,I2C,MSIGPUControllers,10de,2206,1462,389b
MSI GeForce RTX 3080 Suprim X,GPU,I2C,MSIGPUControllers,10de,2206,1462,3897
PNY GeForce RTX 3080 XLR8 Revel EPIC-X,GPU,I2C,PalitGPUv2Controllers,10de,2206,196e,136b
Palit GeForce RTX 3080,GPU,I2C,PalitGPUv2Controllers,10de,2206,1569,2206
ZOTAC GAMING GeForce RTX 3080 AMP Holo,GPU,I2C,ZotacV2GPUControllers,10de,2206,19da,3612
ZOTAC GAMING GeForce RTX 3080 Trinity OC,GPU,I2C,ZotacV2GPUControllers,10de,2206,19da,1612
iGame GeForce RTX 3080 Advanced OC 10G-V,GPU,I2C,ColorfulGPUControllers,10de,2206,7377,1401
ASUS TUF GeForce RTX 3070 Ti V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2207,1043,88bd
ASUS TUF GeForce RTX 3070 Ti V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2207,1043,88bc
ZOTAC GAMING GeForce RTX 3070 Ti,GPU,I2C,ZotacV2GPUControllers,10de,2207,19da,c612
ASUS ROG GeForce RTX STRIX 3080 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2208,1043,8807
ASUS ROG STRIX LC GeForce RTX 3080 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2208,1043,8809
ASUS TUF GeForce RTX 3080 Ti Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2208,1043,8803
ASUS TUF GeForce RTX 3080 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2208,1043,8802
EVGA GeForce RTX 3080 Ti FTW3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3967
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3968
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3969
EVGA GeForce RTX 3080 Ti XC3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3953
EVGA GeForce RTX 3080 Ti XC3 Gaming Hybrid,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3958
EVGA GeForce RTX 3080 Ti XC3 Gaming Hydro Copper,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3959
EVGA GeForce RTX 3080 Ti XC3 Ultra Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2208,3842,3955
Gainward GeForce RTX 3080 Ti Phoenix,GPU,I2C,PalitGPUv2Controllers,10de,2208,10b0,2208
Gigabyte AORUS GeForce RTX 3080 Ti XTREME WATERFORCE,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2208,1458,4083
Gigabyte AORUS GeForce RTX 3080 Ti XTREME WATERFORCE,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2208,1458,4082
Gigabyte GeForce RTX 3080 Ti EAGLE,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2208,1458,4085
Gigabyte GeForce RTX 3080 Ti EAGLE OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2208,1458,4086
Gigabyte GeForce RTX 3080 Ti Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2208,1458,4088
Gigabyte GeForce RTX 3080 Ti Vision OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2208,1458,4087
MSI GeForce RTX 3080 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2208,1462,389b
MSI GeForce RTX 3080 Ti Suprim X,GPU,I2C,MSIGPUControllers,10de,2208,1462,3897
PNY GeForce RTX 3080 Ti XLR8 Revel EPIC-X,GPU,I2C,PalitGPUv2Controllers,10de,2208,196e,1385
Palit GeForce RTX 3080 Ti,GPU,I2C,PalitGPUv2Controllers,10de,2208,1569,2208
ZOTAC GAMING GeForce RTX 3080 Ti AMP Holo,GPU,I2C,ZotacV2GPUControllers,10de,2208,19da,2612
iGame GeForce RTX 3080 Ti Advanced OC-V,GPU,I2C,ColorfulGPUControllers,10de,2208,7377,1401
ASUS ROG STRIX GeForce RTX 3080 12G,GPU,I2C,ENESMBusGPUControllers,10de,220a,1043,886c
ASUS ROG STRIX GeForce RTX 3080 12G OC,GPU,I2C,ENESMBusGPUControllers,10de,220a,1043,886b
